V1;V2;V3;V4
8.9.9.1.1.03.03;  ESTRUTURA E EQUIPAMENTOS DE ADUCAO    ;      448.212.374,20 ;C
8.9.9.1.1.03.04;  ESTRUT.E EQUIP.DE CONDUCAO E DISTR    ;      475.514.223,49 ;C
8.9.9.1.1.03.05;  ESTRADAS E CAMINHOS DE SERVICOS       ;        8.039.445,16 ;C
8.9.9.1.1.03.06;  LINHAS DE TRANSMISSAO DE ENERGIA      ;      134.753.570,66 ;C
8.9.9.1.1.03.07;  REDE DE DRENAGEM PRINCIPAL            ;        2.697.372,76 ;C
8.9.9.1.1.03.08;  PREDIOS DE USO DA ADMINISTRACAO       ;       30.223.343,12 ;C
8.9.9.1.1.03.09;  OUTROS INVEST.INFRA-ESTR.IRRIG.DE     ;    1.170.724.575,18 ;C
8.9.9.1.1.03.90;  AMORTIZACAO INFRA-ESTRUT. DE IRRIG    ;       10.067.607,42 ;C
8.9.9.1.1.04.01;  PREDIOS DE USO HOSPITALAR E AMBULA    ;        2.749.559,96 ;C
8.9.9.1.1.04.02;  PREDIOS ESCOLARES                     ;          432.476,39 ;C
8.9.9.1.1.04.03;  EQUIPAMENTOS HOSPITALARES E AMBULA    ;          104.769,27 ;C
8.9.9.1.1.04.04;  EQUIPAMENTOS ESCOLARES                ;          244.254,49 ;C
8.9.9.1.1.04.05;  ESTRUTURA E EQUIP. URBANOS E DE SA    ;        3.027.899,47 ;C
8.9.9.1.1.04.06;  OUTROS INVEST. DE INFRA-ESTR. SOCI    ;        8.740.887,86 ;C
8.9.9.1.1.05.01;  DESMATAMENTO                          ;        1.346.013,95 ;C
8.9.9.1.1.05.02;  SISTEMATIZACAO                        ;        1.537.915,61 ;C
8.9.9.1.1.05.03;  CANAIS E DRENOS PARCELARES            ;        5.114.029,95 ;C
8.9.9.1.1.05.04;  HABITACAO DE COLONOS                  ;        7.826.080,64 ;C
8.9.9.1.1.05.05;  REDE DE ASPERSAO                      ;          224.897,36 ;C
8.9.9.1.1.05.06;  OUTROS INVEST.DE BENFEIT.INTERNAS     ;        6.930.687,08 ;C
8.9.9.1.1.06.01;  COMUNICACOES                          ;        1.089.618,46 ;C
8.9.9.1.1.06.02;  ENERGIA                               ;       14.882.840,10 ;C
8.9.9.1.1.06.03;  TRANSPORTES                           ;        2.576.454,95 ;C
8.9.9.1.1.06.04;  ESTRADAS E CAMINHOS EXTERNOS          ;           91.697,24 ;C
8.9.9.1.1.07.00;  OPERACAO E CONSERV.DE INFRA-ESTR.D    ;       67.269.061,98 ;C
8.9.9.1.1.08.01;  INFRA-ESTRUT.DE IRRIGACAO DE USO C    ;      111.588.328,72 ;C
8.9.9.1.1.08.02;  INFRA-ESTRUTURAS SOCIAIS DE USO CO    ;        2.663.695,22 ;C
8.9.9.1.1.08.03;  BENFEITORIAS INTERNAS NOS LOTES       ;        1.175.811,06 ;C
8.9.9.1.1.08.04;  OUTROS INVESTIMENTOS/ OBRAS DE REC    ;       13.982.861,13 ;C
8.9.9.1.1.09.01;  BARRAGENS E DIQUES                    ;       10.745.757,97 ;C
8.9.9.1.1.09.02;  ESTRUTURA E EQUIPAMENTOS DE ADUCAO    ;        9.947.538,83 ;C
8.9.9.1.1.09.03;  ESTR.E EQUIP.DE CONDUCAO E DISTRIB    ;       19.254.577,05 ;C
8.9.9.1.1.09.04;  ESTRADAS E CAMINHOS DE SERVICOS       ;        1.105.459,47 ;C
8.9.9.1.1.09.05;  LINHAS DE TRANSMISSAO DE ENERGIA      ;          826.037,37 ;C
8.9.9.1.1.09.06;  REDE DE DRENAGEM                      ;        4.532.425,77 ;C
8.9.9.1.1.09.07;  PREDIOS DE USO DA ADMINISTRACAO       ;        2.392.155,16 ;C
8.9.9.1.1.09.08;  OUTROS INVESTIMENTOS                  ;        9.108.447,66 ;C
8.9.9.1.1.10.01;  APOIO AO ASSOCIATIVISMO (INVEST.)     ;       48.077.512,68 ;C
8.9.9.1.1.10.02;  OPERACAO E MANUTENCAO(INVEST.)DELE    ;       62.819.883,96 ;C
8.9.9.1.1.10.03;  APOIO AO ASSOCIATIVISMO (CUSTEIO)     ;        8.641.026,69 ;C
8.9.9.1.1.10.04;  OPERACAO E MANUTENCAO(CUSTEIO)DELE    ;      552.781.915,31 ;C
8.9.9.1.1.11.01;  ARMAZENAMENTO, BENEFICIAM.E COMERC    ;        6.715.498,60 ;C
8.9.9.1.1.11.02;  EXTENSAO RURAL                        ;      297.400.942,30 ;C
8.9.9.1.1.11.03;  LAVOURA                               ;        4.736.806,47 ;C
8.9.9.1.1.11.04;  MECANIZACAO - INVESTIMENTO            ;        6.003.255,69 ;C
8.9.9.1.1.11.05;  MECANIZACAO - CUSTEIO                 ;        3.419.840,46 ;C
8.9.9.1.1.11.06;  OCUPACAO ESPACIAL E COLONIZACAO       ;        9.488.382,36 ;C
8.9.9.1.1.11.07;  PISCICULTURA - INVESTIMENTOS          ;       11.194.947,31 ;C
8.9.9.1.1.11.08;  PISCICULTURA - CUSTEIO                ;        3.856.456,45 ;C
8.9.9.1.1.11.09;  PRODUCAO ANIMAL - INVESTIMENTOS       ;        3.244.849,37 ;C
8.9.9.1.1.11.10;  PRODUCAO ANIMAL - CUSTEIO             ;        3.413.142,71 ;C
8.9.9.1.1.11.11;  REFLORESTAMENTO                       ;          965.802,73 ;C
8.9.9.1.1.11.12;  UNIDADE DE OBSERVACAO E DEMONSTRAC    ;        2.375.377,83 ;C
8.9.9.1.1.11.13;  ASSISTENCIA TECNICA INTERNACIONAL     ;        2.148.963,18 ;C
8.9.9.1.1.11.14;  FRUTICULTURA                          ;          956.283,25 ;C
8.9.9.1.1.12.01;  MONITORIA                             ;        1.005.130,73 ;C
8.9.9.1.1.12.02;  RECUPERACAO DOS DANOS DAS ENCHENTE    ;        1.428.931,53 ;C
8.9.9.1.1.12.03;  COMBATE AOS EFEITOS DA SECA           ;        8.677.178,54 ;C
8.9.9.1.1.12.04;  PROG. PILOTO DE MUNIC. DA IRRIG. -    ;        1.374.942,96 ;C
8.9.9.1.1.13.01;  COMUNICACAO                           ;          838.021,66 ;C
8.9.9.1.1.13.02;  DESENVOLVIMENTO RURAL                 ;      201.058.195,71 ;C
8.9.9.1.1.13.03;  DESENVOLVIMENTO URBANO                ;        3.733.972,81 ;C
8.9.9.1.1.13.04;  TRANSPORTES                           ;        1.463.814,06 ;C
8.9.9.1.1.14.01;  ATIVIDADES COMPLEMENTARES             ;      139.207.776,01 ;C
8.9.9.1.1.14.02;  APOIO A IRRIGACAO COMUNITARIA         ;        9.630.510,95 ;C
8.9.9.1.1.14.03;  PROJETO AMANHA                        ;        2.234.417,25 ;C
8.9.9.1.1.15.01;  PLANEJAMENTO REGIONAL                 ;          292.459,75 ;C
8.9.9.1.1.15.02;  ESTUDOS MACRO-REGIONAIS               ;        3.469.004,00 ;C
8.9.9.1.1.15.03;  MONITORIA                             ;           86.516,80 ;C
8.9.9.1.1.15.04;  ESTUDOS E PROJETOS                    ;       18.524.988,79 ;C
8.9.9.1.1.15.05;  TREINAMENTO                           ;          743.522,04 ;C
8.9.9.1.1.16.00;  AVALIACAO QUALITATIVA DE CUSTOS       ;   87.667.258.948,52 ;C
8.9.9.1.1.17.03;   BENS                                 ;      186.911.633,81 ;C
8.9.9.1.1.17.06;   NAO ALOCADOS                         ;        5.535.661,74 ;C
8.9.9.1.1.18.01;   OBRAS CIVIS                          ;        7.819.345,68 ;C
8.9.9.1.1.18.03;   BENS                                 ;      131.931.957,24 ;C
8.9.9.1.1.18.05;   TREINAMENTO                          ;            4.679,50 ;C
8.9.9.1.1.18.06;   NAO ALOCADOS                         ;        7.685.548,62 ;C
8.9.9.1.1.19.01;   OBRAS CIVIS                          ;       24.923.246,45 ;C
8.9.9.1.1.19.02;   REABILITACAO E MATERIAIS RODANTE     ;        9.484.567,21 ;C
8.9.9.1.1.19.03;   BENS                                 ;      177.180.331,25 ;C
8.9.9.1.1.19.04;   SERVICOS DE CONSULTORIA              ;        1.393.468,92 ;C
8.9.9.1.1.19.05;   TREINAMENTO                          ;            5.437,10 ;C
8.9.9.1.1.19.06;   NAO ALOCADOS                         ;       12.687.697,41 ;C
8.9.9.1.1.20.01;   OBRAS CIVIS                          ;        9.280.019,62 ;C
8.9.9.1.1.20.02;   REABILITACAO E MATERIAIS RODANTE     ;          356.240,16 ;C
8.9.9.1.1.20.06;   NAO ALOCADOS                         ;           78.261,91 ;C
8.9.9.1.1.22.03;   BENS                                 ;      132.465.898,41 ;C
8.9.9.1.1.22.06;   NAO ALOCADOS                         ;        3.311.143,26 ;C
8.9.9.1.1.23.01;   OBRAS CIVIS                          ;       16.819.803,14 ;C
8.9.9.1.1.23.03;   BENS                                 ;      136.474.847,27 ;C
8.9.9.1.1.23.05;   TREINAMENTO                          ;            6.712,36 ;C
8.9.9.1.1.23.06;   NAO ALOCADOS                         ;        4.516.626,34 ;C
8.9.9.1.1.24.01;   OBRAS CIVIS                          ;       29.451.484,85 ;C
8.9.9.1.1.24.02;   REABILITACAO E MATERIAIS RODANTE     ;       12.531.754,16 ;C
8.9.9.1.1.24.03;   BENS                                 ;      152.971.554,98 ;C
8.9.9.1.1.24.04;   SERVICOS DE CONSULTORIA              ;          739.651,81 ;C
8.9.9.1.1.24.05;   TREINAMENTO                          ;            5.263,75 ;C
8.9.9.1.1.24.06;   NAO ALOCADOS                         ;       13.151.022,89 ;C
8.9.9.1.1.25.01;   OBRAS CIVIS                          ;       80.538.890,32 ;C
8.9.9.1.1.25.02;   REABILITACAO E MATERIAIS RODANTE     ;           82.641,40 ;C
8.9.9.1.1.25.06;   NAO ALOCADOS                         ;        2.746.951,46 ;C
8.9.9.1.4.01.01;  ESTOQUE DE MATERIA-PRIMA              ;       72.344.913,90 ;C
8.9.9.1.4.01.02;  ORDEM DE PRODUTOS EM ELABORACAO       ;       13.394.935,67 ;C
8.9.9.1.4.01.03;  ORDEM DE SERVICOS EM ELABORACAO       ;       83.690.844,57 ;C
8.9.9.1.4.01.04;  PRODUTOS MANUFATURADOS                ;                0,00 ; 
8.9.9.1.4.01.05;  ESTOQUES PROPRIOS                     ;          854.733,92 ;C
8.9.9.1.4.01.06;  SERVICOS ACABADOS                     ;                0,00 ; 
8.9.9.1.4.01.07;  SERVICOS VENDIDOS                     ;        5.526.505,78 ;C
8.9.9.1.4.01.08;  CONSUMO ADMINISTRATIVO DE MATERIAL    ;          509.043,67 ;C
8.9.9.1.4.01.10;  PERDA DE MAO-DE-OBRA NA PRODUCAO      ;       16.249.692,36 ;C
8.9.9.1.4.03.02;  CUSTOS COM MAO-DE-OBRA - ESTOQUE P    ;        3.377.825,93 ;C
8.9.9.1.4.03.03;  CUSTO COM METERIAL E SERV DE TERC     ;       15.327.285,28 ;C
8.9.9.1.4.04.01;  MAT E SERV DE TERC DA ATIVIDADE PR    ;       17.998.505,15 ;C
8.9.9.1.4.04.02;  MAO-DE-OBRA DA ATIVIDADE PRINCIPAL    ;       70.372.945,50 ;C
8.9.9.1.4.04.03;  MAT E SERV DE TERC DA ATIVIDADE SE    ;       30.929.526,54 ;C
8.9.9.1.4.04.04;  MAO-DE-OBRA DA ATIVIDADE SECUNDARI    ;       66.576.338,61 ;C
8.9.9.1.5.01.01;  SERVICOS DE TERCEIROS PARA PRODUCA    ;          520.571,64 ;C
8.9.9.1.5.01.02;  SERVICOS DE TERCEIROS - ADMINISTRA    ;        6.143.560,84 ;C
8.9.9.1.5.02.01;  DIARIAS E AJUDA DE CUSTOS - PRODUC    ;                0,00 ; 
8.9.9.1.5.02.02;  DIARIAS E AJUDA DE CUSTOS - ADMINI    ;                0,00 ; 
8.9.9.1.6.01.01;  FOLHA DE PAGAMENTO - PRODUCAO/APOI    ;           26.673,48 ;C
8.9.9.1.6.01.02;  FOLHA DE PAGAMENTO DE PESSOAL - AD    ;       36.765.901,08 ;C
8.9.9.1.6.01.03;  FOLHA DE PGTO - PESSOAL EM DISPONI    ;                0,00 ; 
8.9.9.1.6.01.04;  MOA RECLASSIFICADA                    ;                0,00 ; 
8.9.9.1.6.02.01;  PROVISAO PARA 13º SALARIO - PRODUC    ;              347,97 ;C
8.9.9.1.6.02.02;  PROVISAO PARA 13º SALARIO - ADMINI    ;        3.758.880,61 ;C
8.9.9.1.6.02.04;  PROVISAO P/ 13º SAL - PROD/APOIO (    ;       12.026.303,76 ;C
8.9.9.1.7.01.01;  FATURAS A RECEBER DE PRODUTOS MANU    ;            7.464,06 ;C
8.9.9.1.7.01.02;  FATURAS A RECEBER DE SERVICOS PRES    ;       35.017.906,78 ;C
8.9.9.1.7.01.03;  PESQUISAS E ANALISES                  ;       34.062.708,68 ;C
8.9.9.1.7.01.04;  SERVICOS DE REPARO, MANUTENCAO E I    ;       79.989.775,22 ;C
8.9.9.1.7.01.06;  SERVICOS HOSPITALARES                 ;            8.958,00 ;C
8.9.9.1.7.01.07;  BAIXA DE FAT A RECEBER - ATIVIDADE    ;        6.884.184,00 ;C
8.9.9.1.7.01.08;  FATURAS A RECEBER - PRODUTOS VENDI    ;        7.279.801,32 ;C
8.9.9.1.7.01.09;  FATURAS CANCELADAS                    ;                0,00 ; 
8.9.9.1.7.02.01;  FAT A RECEBER SERV PRESTADO - ATIV    ;       65.271.729,03 ;C
8.9.9.1.7.02.02;  ALUGUEIS                              ;          795.525,94 ;C
8.9.9.1.7.02.03;  SERVICOS ADMINISTRATIVOS              ;       75.416.949,31 ;C
8.9.9.1.7.02.04;  SERVICOS PORTUARIOS                   ;       37.483.642,21 ;C
8.9.9.1.7.02.07;  DESCONTO COM MAO-DE-OBRA - FOLHA D    ;      179.927.555,04 ;C
8.9.9.1.7.02.08;  DESCONTO COM MATERIAL E SERVICOS G    ;       11.748.528,13 ;C
8.9.9.1.7.02.09;  DESCONTO DISCRICIONARIO               ;        1.163.381,14 ;C
8.9.9.1.7.02.10;  BAIXA DE FAT A RECEBER - ATIVIDADE    ;       21.524.232,85 ;C
8.9.9.1.9.01.01;  REGISTRO ADIANTAMENTOS - ATIVIDADE    ;      194.298.349,65 ;C
8.9.9.1.9.01.02;  REGISTRO ADIANTAMENTOS - ATIVIDADE    ;       35.466.753,76 ;C
8.9.9.1.9.01.03;  BAIXA DE ADIANTAMENTOS - ATIVIDADE    ;       64.840.986,35 ;C
8.9.9.1.9.01.04;  BAIXA DE ADIANTAMENTOS - ATIVIDADE    ;       15.411.374,13 ;C
8.9.9.8.1.00.00;  VARIACAO CAMBIAL POSITIVA AJUST CT    ;                0,44 ;C
8.9.9.8.2.00.00;  VARIACAO CAMBIAL NEGATIVA AJUST CT    ;                0,36 ;D
8.9.9.9.1.01.00;  CONTROLE DE RESTITUICAO DE CONTRIB    ;      570.920.999,58 ;C
8.9.9.9.1.02.00;  CONTROLE INADIMP. DE EMPREST/FINAN    ;   24.466.080.905,37 ;C
8.9.9.9.1.03.00;  CONTROLE DE PASSIVOS EM PROC. DE A    ;   97.541.665.579,72 ;C
8.9.9.9.1.04.01;  PRECATÓRIOS PAGOS - EXERCÍCIO CORR    ;    6.087.377.634,40 ;C
8.9.9.9.1.04.02;  PRECATÓRIOS PAGOS - EXERCÍCIO ANTE    ;   52.153.472.753,09 ;C
8.9.9.9.1.04.03;  PRECATÓRIOS A PAGAR - UG DE ORIGEM    ;   61.904.058.963,55 ;C
8.9.9.9.1.04.04;  PRECATÓRIOS A PAGAR - PODER JUDICI    ;   63.248.572.811,87 ;C
8.9.9.9.1.04.05;  REQ DE PEQ VALOR/RPV A PAGAR - UG     ;   13.914.196.951,32 ;C
8.9.9.9.1.04.06;  REQ PEQ VALOR/RPV A PAGAR - PODER     ;   13.932.275.199,31 ;C
8.9.9.9.1.04.07;  PSSS PATRONAL A RECOLHER - UG DE O    ;      255.989.369,59 ;C
8.9.9.9.1.04.08;  PSSS PATRONAL A RECOLHER - PODER J    ;      255.989.369,59 ;C
8.9.9.9.1.04.09;  CONTROLE PROVISAO RPVS CANCELADAS     ;      169.234.302,27 ;C
8.9.9.9.1.04.10;  CONTROLE PROVISAO RPVS CANCELADAS     ;      169.234.302,27 ;C
8.9.9.9.1.04.11;  CONTROLE DE PASSIVOS CONTINGENTES     ;   16.221.640.470,88 ;C
8.9.9.9.1.04.12;  CONTROLE DE PASSIVOS CONTINGENTES     ;   16.221.640.470,88 ;C
8.9.9.9.1.06.01;  TITULOS DIVIDA EXTERNA - PRINCIPAL    ;  120.612.943.046,93 ;C
8.9.9.9.1.06.02;   TITULOS DIVIDA EXTERNA - AMORTIZA    ;    2.216.399.000,00 ;C
8.9.9.9.1.06.03;   TITULOS DIVIDA EXTERNA - JUROS AP    ;   78.931.706.864,98 ;C
8.9.9.9.1.06.05;  TITULOS DIVIDA EXTERNA - JUROS PAG    ;    4.954.340.239,54 ;C
8.9.9.9.1.07.00;  CONTROLE DE BENEFICIARIO - AUXILIO    ;      186.023.022,36 ;C
8.9.9.9.1.08.01;  EXECUCAO DA RECEITA NO ORGAO DE DE    ;   81.653.394.713,31 ;C
8.9.9.9.1.08.02;  CONTROLE DA ARRECADACAO NA UG ARRE    ;1.432.207.722.923,23 ;C
8.9.9.9.1.08.03;  CONTROLE DE ARRECADACAO DE RECEITA    ;      175.210.815,64 ;C
8.9.9.9.1.08.04;  CONTROLE DE ARRECADACAO DE RECEITA    ;        2.683.519,10 ;C
8.9.9.9.1.08.05;  ARRECADACAO POR GRU - UG/FONTE/VIN    ;       63.177.379,72 ;C
8.9.9.9.1.08.06;  ARRECADACAO POR GRU - SUPERÁVIT DE    ;      459.340.328,05 ;C
8.9.9.9.1.09.00;  CONTROLE DE VALORES A RECEBER - FC    ;        8.853.025,23 ;C
8.9.9.9.1.10.01;  EMPRESTIMOS E FINANCIAMENTOS EM CO    ;      255.079.745,13 ;C
8.9.9.9.1.10.02;  EMPRESTIMOS E FINANCIAMENTOS CONTR    ;    5.424.766.535,51 ;C
8.9.9.9.1.10.03;  EMPRESTIMOS E FINANCIAMENTOS AMORT    ;      745.126.182,57 ;C
8.9.9.9.1.10.06;  ATUALIZACAO MONETARIA                 ;                0,00 ; 
8.9.9.9.1.11.01;  SAQUE - CARTAO DE PAGAMENTO GOVERN    ;        7.845.293,54 ;C
8.9.9.9.1.11.02;  FATURA - CARTAO DE PAGAMENTO DO GO    ;       10.061.133,29 ;C
8.9.9.9.1.11.03;  SUPRIMEN.DE FUNDOS - CONTA TIPO 'B    ;       15.446.151,68 ;C
8.9.9.9.1.11.04;  DEVOLUCAO DE SAQUE - CARTAO DE PAG    ;          165.235,30 ;C
8.9.9.9.1.11.05;  DEVOLUCAO DE VALORES DE FATURA DO     ;           21.342,35 ;C
8.9.9.9.1.11.06;  DEVOLUCAO DE VALORES NAO UTILI.-CT    ;          983.822,92 ;C
8.9.9.9.1.11.07;  BAIXA DE OBRIGACOES DE EXERCICIOS     ;          171.336,89 ;C
8.9.9.9.1.11.08;  RETENCOES S/ DESPESAS DE SUPRIMENT    ;              181,92 ;C
8.9.9.9.1.12.01;  ORDENS BANCARIAS TV EMITIDAS          ;    3.318.069.263,57 ;C
8.9.9.9.1.12.04;  OBTV DE TRANSF.CTA TV PARA A CTU A    ;        2.243.191,54 ;C
8.9.9.9.1.12.05;  TRANSFERENCIA DA CONTA TV PARA CTU    ;      253.736.241,86 ;C
8.9.9.9.1.12.06;   RECURSOS DE TRANSF. VOLUNTARIA -     ;    8.689.043.236,81 ;C
8.9.9.9.1.13.01;  HON.DEFENSORES DATIVOS-ACOES PROC.    ;        1.445.996,30 ;C
8.9.9.9.1.13.02;  HONORARIOS DEFENSORES DATIVOS-ACOE    ;          817.516,38 ;C
8.9.9.9.1.13.03;  HONORARIOS DEFENSORES DATIVOS-ACOE    ;        9.112.660,39 ;C
8.9.9.9.1.13.04;  HONOR.DEFENSORES DATIVOS-MANDADO D    ;           56.855,03 ;C
8.9.9.9.1.13.05;  HONORARIOS DEFENSORES DATIVOS-HABE    ;            1.100,28 ;C
8.9.9.9.1.13.06;  HONOR.DEFENSORES DATIVOS-EXECUCOES    ;          452.303,96 ;C
8.9.9.9.1.13.07;  HONOR. DEFENSORES DATIVOS-EXECUCOE    ;          251.582,44 ;C
8.9.9.9.1.13.08;  HONOR.DEFENSORES DATIVOS-ACOES PRO    ;          101.884,90 ;C
8.9.9.9.1.13.09;  HON.DEFENSORES DATIVOS-FEITO NAO C    ;           64.304,99 ;C
8.9.9.9.1.13.10;  HON. DEFENSORES DATIVOS-PROCEDIMEN    ;          591.085,13 ;C
8.9.9.9.1.13.12;  HONORARIOS PERICIAIS - ENGENHARIA     ;       33.440.843,48 ;C
8.9.9.9.1.13.13;  HONORARIOS PERICIAIS - OUTROS         ;      218.210.281,34 ;C
8.9.9.9.1.13.14;  HONOR.DE TRADUTORES E INTERPRETES     ;          767.706,50 ;C
8.9.9.9.1.13.15;  HON.TRAD.INTERPR.-INTERPRETACAO EM    ;          769.083,46 ;C
8.9.9.9.1.13.16;  HON.AUX.JUIZADOS ESPECIAIS FED. -     ;        2.683.367,54 ;C
8.9.9.9.1.13.17;  HON.AUXILIARES JUIZADOS ESPEC.FED.    ;      348.467.662,17 ;C
8.9.9.9.1.17.01;  CONTROLE CREDITO EMPENHADO LIQUIDA    ;  719.325.804.253,44 ;C
8.9.9.9.1.18.00;  CONTROLE DE ESTOQUE EM PROCESSO DE    ;       42.903.408,45 ;C
8.9.9.9.1.19.01;  DIARIAS - MEMBRO DE PODER             ;        2.341.866,20 ;C
8.9.9.9.1.19.02;  DIARIAS - SERVIDOR                    ;        4.850.801,27 ;C
8.9.9.9.1.19.03;  DIARIAS - A COLABORADORES EVENTUAI    ;           32.574,63 ;C
8.9.9.9.1.20.01;  PASSAGENS - MEMBRO DE PODER           ;          749.713,27 ;C
8.9.9.9.1.20.02;  PASSAGENS - SERVIDOR                  ;          774.590,01 ;C
8.9.9.9.1.20.03;  PASSAGENS - A COLABORADORES EVENTU    ;           54.826,49 ;C
8.9.9.9.1.21.01;  ADIANTAMENTOS CONCEDIDOS A COMPROV    ;      556.784.218,45 ;C
8.9.9.9.1.21.02;  ADIANTAMENTOS CONCEDIDOS COMPROVAD    ;      148.853.406,56 ;C
8.9.9.9.1.22.01;  TITULOS DA DIV. INT. - PRINCIPAL E    ;5.335.644.077.857,61 ;C
8.9.9.9.1.22.02;  TIT. DA DIV.INTERNA-PRINCIPAL AMOR    ;  516.304.101.828,60 ;C
8.9.9.9.1.22.03;  TIT. DA DIV.INTERNA -JUROS E ENCAR    ;   23.492.107.676,22 ;C
8.9.9.9.1.22.04;  TIT.DA DIV.INTERNA-JUROS/ENCARGOS     ;   57.136.119.048,86 ;C
8.9.9.9.1.22.05;  TIT. DA DIVIDA INTERNA-CANCELAMENT    ;        1.111.621,00 ;C
8.9.9.9.1.22.06;  TITULOS DA DIVIDA INTERNA - PRINCI    ;2.074.072.299.885,50 ;C
8.9.9.9.1.22.07;  TIT. DA DIV.INTERNA-PRINCIPAL AMOR    ;  106.430.221.581,14 ;C
8.9.9.9.1.22.08;  TIT. DA DIV.INTERNA -JUROS E ENCAR    ;              950,10 ;C
8.9.9.9.1.22.09;  TIT.DA DIV.INTERNA-JUROS/ENCARGOS     ;   31.270.648.128,02 ;C
8.9.9.9.1.22.10;  TIT. DA DIVIDA INTERNA-CANCELAMENT    ;      728.741.448,17 ;C
8.9.9.9.1.23.01;  TDA - PRINCIPAL APROPRIADO            ;      621.980.312,30 ;C
8.9.9.9.1.23.02;  TDA - PRINCIPAL AMORTIZADO            ;       38.870.896,07 ;C
8.9.9.9.1.23.03;  TDA - JUROS E ENCARGOS                ;                0,00 ; 
8.9.9.9.1.23.05;  TDA - CANCELAMENTO                    ;        6.147.079,16 ;C
8.9.9.9.1.24.01;  CONTROLE REGISTRO SPIUNET A RATIFI    ;      137.767.869,48 ;C
8.9.9.9.1.24.02;  CONTROLE REGISTRO SPIUNET RATIFICA    ;   22.854.273.692,57 ;C
8.9.9.9.1.26.01;  CANCELAMENTO DE PRECATORIOS EM TRA    ;                0,00 ; 
8.9.9.9.1.26.02;  CONCESSAO DE PRECATORIOS EM TRANSI    ;                0,00 ; 
8.9.9.9.1.27.01;  VALORES PROGRAMADOS POR EXERCICIO     ;   93.320.060.816,89 ;C
8.9.9.9.1.27.02;  VALORES EMPENHADOS POR EXERCICIO +    ;    1.300.792.236,01 ;C
8.9.9.9.1.27.04;  VALORES DEVOLVIDOS PARA CONTA UNIC    ;        9.869.773,09 ;C
8.9.9.9.1.29.00;  CONTROLE MATERIAIS DE CONSUMO REQU    ;          347.391,26 ;C
8.9.9.9.1.30.00;  CONTROLE DE VALORES DE TERCEIROS -    ;   14.243.768.267,16 ;C
8.9.9.9.1.32.01;  VALOR AUTORIZADO A CAPTAR             ;        4.900.835,00 ;C
8.9.9.9.1.32.04;  VALOR CAPTADO A COMPROVAR             ;           95.286,00 ;C
8.9.9.9.1.32.05;  VALOR CAPTADO A APROVAR               ;        1.434.016,00 ;C
8.9.9.9.1.32.08;  VALOR CAPTADO INADIMPLENCIA EFETIV    ;          687.791,96 ;C
8.9.9.9.1.32.11;  VALOR RENUNCIAVEL                     ;        2.129.487,96 ;C
8.9.9.9.1.35.01;  VALORES GLOSADOS BLOQUEADOS           ;        1.910.006,03 ;C
8.9.9.9.1.36.00;  CONTROLE DE PROGRAMACAO ORCAMENTAR    ;  541.717.276.064,89 ;C
8.9.9.9.1.37.00;  CONTROLE DE VALORES EM CONSIGNACAO    ;          515.918,07 ;C
8.9.9.9.1.39.01;  DIVIDA MOB INTERNA MERCADO - CURTO    ;1.042.233.977.105,50 ;C
8.9.9.9.1.39.02;  DIVIDA MOB INTERNA MERCADO - LONGO    ;4.316.902.208.428,33 ;C
8.9.9.9.1.39.03;  DIVIDA MOBILIARIA EXTERNA - CURTO     ;   89.315.710.524,58 ;C
8.9.9.9.1.39.04;  DIVIDA MOBILIARIA EXTERNA - LONGO     ;  110.228.939.387,33 ;C
8.9.9.9.1.39.05;  DIVIDA MOBILIARIA AGRARIA - TDA /     ;      143.847.966,24 ;C
8.9.9.9.1.39.06;  DIVIDA MOBILIARIA AGRARIA - TDA /     ;      472.691.477,78 ;C
8.9.9.9.1.39.07;  DIVIDA MOB INTERNA BCB - CURTO PRA    ;  552.825.155.758,99 ;C
8.9.9.9.1.39.08;  DIVIDA MOB INTERNA BCB - LONGO PRA    ;1.521.247.145.076,61 ;C
8.9.9.9.1.41.01;  DIVIDA CONTRATUAL EXTERNA - CURTO     ;    1.597.692.819,44 ;C
8.9.9.9.1.41.02;  DIVIDA CONTRATUAL EXTERNA - LONGO     ;   30.015.163.843,86 ;C
8.9.9.9.1.43.01;  DIVIDA ATIVA - BAIXA POR RECEBIMEN    ;        1.034.081,99 ;C
8.9.9.9.1.43.02;  DIVIDA ATIVA - BAIXA ABATIMENTO/AN    ;          218.791,89 ;C
8.9.9.9.1.43.03;  DIVIDA ATIVA - BAIXA POR CANCELAME    ;        9.969.173,69 ;C
8.9.9.9.1.43.98;  DIVIDA ATIVA - DEMAIS BAIXAS          ;        1.232.498,45 ;C
8.9.9.9.1.44.00;  CONTROLE DE PGTO DE NATUREZA ORCAM    ;1.436.815.990.013,67 ;C
8.9.9.9.1.45.00;  BENS IMOVEIS DESTINADOS À REFORMA     ;  222.431.841.833,22 ;C
8.9.9.9.1.46.01;  IMPOSTOS                              ;  817.227.669.500,53 ;C
8.9.9.9.1.46.02;  CONTRIBUICOES/RFB                     ;  870.111.292.344,15 ;C
8.9.9.9.1.46.03;  INFRACOES                             ;   61.038.421.957,55 ;C
8.9.9.9.1.46.04;  CONTRIBUICOES/FRGPS E FAT             ;  250.891.764.652,08 ;C
8.9.9.9.1.46.99;  OUTROS CRED TRIB PARA FINS DE RECL    ;                0,00 ; 
